37.807904, -122.410737
37.807752, -122.410684
37.807599, -122.410662
37.807472, -122.410630
37.807345, -122.410609
37.807184, -122.410576
37.807031, -122.410533
37.806879, -122.410501
37.806743, -122.410480
37.806608, -122.410458
37.806480, -122.410437
37.806362, -122.410394
37.806218, -122.410373
37.806090, -122.410351
37.805955, -122.410330
37.805828, -122.410308
37.805700, -122.410265
37.805573, -122.410233
37.805446, -122.410212
37.805319, -122.410201
37.805200, -122.410158
37.805090, -122.410137
37.804963, -122.410126
37.804827, -122.410094
37.804700, -122.410061
37.804582, -122.410040
37.804454, -122.410029
37.804327, -122.409986
37.804226, -122.409954
37.804107, -122.409933
37.803946, -122.409911
37.803827, -122.409890
37.803691, -122.409858
37.803564, -122.409836
37.803454, -122.409825
37.803335, -122.409793
37.803234, -122.409772
37.803115, -122.409761
37.802996, -122.409729
37.802852, -122.409707
37.802725, -122.409686
37.802589, -122.409643
37.802471, -122.409632
37.802361, -122.409600
37.802250, -122.409579
37.802115, -122.409557
37.802005, -122.409536
37.801924, -122.409531
37.801806, -122.409509
37.801670, -122.409456
37.801535, -122.409423
37.801407, -122.409402
37.801297, -122.409370
37.801187, -122.409359
37.801085, -122.409338
37.801043, -122.409348
37.800865, -122.409305
37.800763, -122.409284
37.800661, -122.409284
37.800534, -122.409241
37.800416, -122.409230
37.800297, -122.409209
37.800127, -122.409166
37.800017, -122.409134
37.799907, -122.409101
37.799797, -122.409091
37.799678, -122.409059
37.799568, -122.409037
37.799458, -122.409005
37.799347, -122.408973
37.799237, -122.408951
37.799118, -122.408930
37.799025, -122.408919
37.798915, -122.408908
37.798796, -122.408855
37.798661, -122.408844
37.798533, -122.408823
37.798381, -122.408812
37.798254, -122.408790
37.798144, -122.408747
37.798042, -122.408726
37.797932, -122.408694
37.797821, -122.408694
37.797703, -122.408662
37.797601, -122.408629
37.797482, -122.408608
37.797381, -122.408597
37.797287, -122.408565
37.797169, -122.408533
37.797041, -122.408522
37.796931, -122.408490
37.796838, -122.408490
37.796745, -122.408458
37.796643, -122.408436
37.796541, -122.408415
37.796431, -122.408404
37.796304, -122.408372
37.796194, -122.408350
37.795979, -122.408303
37.795873, -122.408289
37.795763, -122.408257
37.795597, -122.408244
37.795525, -122.408225
37.795424, -122.408203
37.795369, -122.408201
37.795309, -122.408190
37.795246, -122.408184
37.795186, -122.408179
37.795127, -122.408179
37.795089, -122.408146
